SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
40076	LAS	TUS	0.213
40078	TUS	LAX	0.241
40079	LAX	SFO	0.204
40080	SFO	PHX	0.307
40081	PHX	TUS	0.13
40083	CGH	BSB	0.272
40084	GRU	ATL	2.7
40085	ATL	SLC	0.969
40086	SLC	TUS	0.291
40087	GRU	CGH	0.098
40088	BSB	GRU	0.269
40089	TUS	ATL	0.939
40090	ATL	GRU	2.7
40094	TUS	MSP	0.726
40095	MSP	MSN	0.168
40096	MSN	MSP	0.168
40097	MSP	SLC	0.452
40099	TUS	PHX	0.13
40100	PHX	SFO	0.307
40101	SFO	PHX	0.307
40102	PHX	TUS	0.13
40104	TUS	MCI	0.492
40105	MCI	DEN	0.271
40106	DEN	TUS	0.299
40108	TUS	DFW	0.366
40109	DFW	CLL	0.144
40110	CLL	DFW	0.144
40111	DFW	TUS	0.366
40115	TUS	SAN	0.213
40116	SAN	TUS	0.213
40118	TUS	SAN	0.213
40119	SAN	TUS	0.213
40121	TUS	SAN	0.213
40122	SAN	TUS	0.213
40124	BNA	IAH	0.309
40125	IAH	TUS	0.404
40126	TUS	IAH	0.404
40127	IAH	BNA	0.309
40131	TUS	LAX	0.241
40132	LAX	TUS	0.241
40136	TUS	LAX	0.241
40137	LAX	TUS	0.241
40141	TUS	DFW	0.366
40142	DFW	ABQ	0.285
40143	ABQ	DFW	0.285
40144	DFW	TUS	0.366
40148	LAX	TUS	0.241
40149	TUS	LAX	0.241
40151	AKL	WLG	0.195
40152	TUS	LAX	0.241
40153	LAX	AKL	3.9
40154	WLG	AKL	0.195
40155	LAX	TUS	0.241
40156	AKL	LAX	3.9
40160	TUS	LAX	0.241
40161	LAX	SFO	0.204
40162	SFO	TUS	0.34
40164	TUS	LAX	0.241
40165	LAX	SFO	0.204
40166	SFO	TUS	0.34
40172	TUS	LAS	0.213
40173	LAS	BUF	1.2
40174	BUF	MDW	0.246
40175	MDW	TUS	0.851
40177	YUL	EWR	0.202
40178	EWR	YYZ	0.208
40179	YYZ	YUL	0.196
40183	TUS	DEN	0.299
40184	DEN	IAD	0.871
40185	IAD	VIE	2.6
40186	VIE	HRK	0.392
40188	BLI	SEA	0.125
40189	SEA	TUS	0.653
40190	TUS	SEA	0.653
40191	SEA	BLI	0.125
40195	TUS	FLL	1.1
40196	FLL	ATL	0.285
40197	ATL	TUS	0.939
40199	TUS	FLL	1.1
40200	FLL	ATL	0.285
40201	ATL	TUS	0.939
40209	CMH	IAH	0.449
40210	IAH	TUS	0.404
40211	TUS	IAH	0.404
40212	IAH	CMH	0.449
40214	TUS	PHX	0.13
40215	PHX	SFO	0.307
40216	SFO	PHX	0.307
40217	PHX	TUS	0.13
40225	BHM	DEN	0.541
40226	DEN	TUS	0.299
40227	TUS	DFW	0.366
40228	DFW	BHM	0.285
40230	ATL	SAT	0.381
40231	SAT	IAH	0.156
40232	IAH	TUS	0.404
40233	TUS	DEN	0.299
40234	DEN	ATL	0.644
40238	TUS	LAX	0.241
40239	LAX	SFO	0.204
40240	SFO	TUS	0.34
40244	TUS	SLC	0.291
40245	SLC	BIL	0.22
40246	BIL	SLC	0.22
40247	SLC	TUS	0.291
40249	TUS	SLC	0.291
40250	SLC	BIL	0.22
40251	BIL	SLC	0.22
40252	SLC	TUS	0.291
40254	TUS	DEN	0.299
40256	LAS	TUS	0.213
40257	LAX	SFO	0.204
40258	SFO	LAS	0.229
40259	TUS	LAX	0.241
40273	TUS	DFW	0.366
40274	DFW	BOS	0.952
40275	BOS	ORD	0.378
40276	ORD	TUS	0.849
40278	DUS	ORD	2.4
40279	ORD	TUS	0.849
40280	TUS	ORD	0.849
40281	ORD	FRA	2.5
40282	FRA	LEJ	0.157
40283	LEJ	DUS	0.174
40285	TUS	MDW	0.851
40286	MDW	LAS	0.922
40287	LAS	TUS	0.213
40289	TUS	MDW	0.851
40290	MDW	TUS	0.851
40298	PHX	MCO	1.1
40299	MCO	PHX	1.1
40301	PHX	BWI	1.2
40302	BWI	SDF	0.255
40303	SDF	PHX	0.909
40307	DEN	TUS	0.299
40308	TUS	DEN	0.299
40312	DFW	TUS	0.366
40313	TUS	DFW	0.366
40314	DFW	MSY	0.238
40315	MSY	DFW	0.238
40319	TUS	IAH	0.404
40320	IAH	BWI	0.669
40321	BWI	PHX	1.2
40322	PHX	TUS	0.13
40326	PHX	SFO	0.307
40327	SFO	FRA	3.3
40328	FRA	SFO	3.3
40329	SFO	PHX	0.307
40333	PHX	OKC	0.367
40334	OKC	PHX	0.367
40338	TUS	PHX	0.13
40339	PHX	RNO	0.29
40340	RNO	PHX	0.29
40341	PHX	TUS	0.13
40343	PHX	TUS	0.13
40344	PHX	RNO	0.29
40345	RNO	PHX	0.29
40346	TUS	PHX	0.13
40348	TUS	SAN	0.213
40349	SAN	RNO	0.254
40350	RNO	LAS	0.206
40351	LAS	TUS	0.213
40355	SLC	TUS	0.291
40356	TUS	SLC	0.291
40360	TUS	DFW	0.366
40361	DFW	BOS	0.952
40362	BOS	DFW	0.952
40363	DFW	TUS	0.366
40367	TUS	DFW	0.366
40368	DFW	DCA	0.622
40369	DFW	TUS	0.366
40370	DCA	DFW	0.622
40372	DFW	DCA	0.622
40373	DCA	DFW	0.622
40374	TUS	DFW	0.366
40375	DFW	TUS	0.366
40377	DCA	DFW	0.622
40378	DFW	TUS	0.366
40379	TUS	DFW	0.366
40380	DFW	DCA	0.622
40382	DFW	DCA	0.622
40383	DCA	DFW	0.622
40384	DFW	TUS	0.366
40385	TUS	DFW	0.366
40387	TUS	DFW	0.366
40388	DFW	TUS	0.366
40390	PHX	STL	0.7
40391	STL	ORD	0.179
40392	ORD	MSN	0.129
40394	TUS	ORD	0.849
40395	ORD	LGA	0.334
40396	LGA	DFW	0.797
40397	DFW	TUS	0.366
40401	JFK	SLC	1.2
40402	SLC	TUS	0.291
40403	TUS	MSP	0.726
40404	MSP	JFK	0.485
40406	ABQ	MSP	0.444
40407	MSP	GFK	0.186
40408	GFK	MSP	0.186
40409	MSP	ABQ	0.444
40415	DTW	PHX	1
40416	PHX	TUS	0.13
40417	TUS	ORD	0.849
40418	ORD	DTW	0.17
40422	TUS	LAX	0.241
40423	LAX	MEL	4.9
40424	MEL	LAX	4.9
40425	LAX	TUS	0.241
40427	ABQ	ATL	0.697
40428	ATL	BCN	2.6
40429	BCN	ATL	2.6
40430	ATL	ABQ	0.697
40432	TUS	IAH	0.404
40433	IAH	LGA	0.83
40434	LGA	DFW	0.797
40435	DFW	TUS	0.366
40439	JNB	CPT	0.353
40440	CPT	LHR	3.6
40441	LHR	DFW	2.7
40442	DFW	TUS	0.366
40443	TUS	DFW	0.366
40444	DFW	LHR	2.7
40445	LHR	LOS	1.8
40446	LOS	NBO	1.4
40447	NBO	JNB	1.1
40449	DFW	LHR	2.7
40450	LHR	LOS	1.8
40451	LOS	NBO	1.4
40452	NBO	JNB	1.1
40453	JNB	CPT	0.353
40454	CPT	LHR	3.6
40455	TUS	DFW	0.366
40456	LHR	DFW	2.7
40457	DFW	TUS	0.366
40459	PHX	BWI	1.2
40460	BWI	PHX	1.2
40464	TUS	RNO	0.327
40465	RNO	LAS	0.206
40466	LAS	TUS	0.213
40499	TUS	DFW	0.366
40500	DFW	SAT	0.174
40508	SAT	HOU	0.156
40509	HOU	ABQ	0.342
40510	ABQ	TUS	0.199
40512	TUS	LAX	0.241
40520	HOU	LAS	0.668
40521	LAS	TUS	0.213
40523	HOU	LAS	0.668
40524	LAS	TUS	0.213
40531	TUS	IAH	0.404
40532	IAH	CLL	0.118
40533	CLL	IAH	0.118
40534	IAH	ABQ	0.338
40536	TUS	IAH	0.404
40537	IAH	CLL	0.118
40538	CLL	IAH	0.118
40539	IAH	ABQ	0.338
40554	YUM	PHX	0.146
40555	PHX	STL	0.7
40556	STL	PHX	0.7
40557	PHX	YUM	0.146
40561	TUS	SAN	0.213
40562	SAN	SEA	0.507
40563	SEA	LAS	0.379
40564	LAS	TUS	0.213
40568	TUS	ABQ	0.199
40569	ABQ	TUS	0.199
40571	TUS	PHX	0.13
40572	PHX	SEA	0.556
40574	SEA	PHX	0.556
40575	PHX	TUS	0.13
40579	TUS	DFW	0.366
40580	DFW	CLL	0.144
40581	CLL	DFW	0.144
40582	DFW	TUS	0.366
40586	TUS	SAN	0.213
40587	SAN	TUS	0.213
40591	TUS	LAX	0.241
40592	LAX	SAC	0.211
40593	SAC	SFO	0.12
40594	SFO	TUS	0.34
40596	TUS	PHX	0.13
40597	PHX	RDU	1.1
40601	RDU	LAS	1.2
40602	LAS	TUS	0.213
40603	TUS	DEN	0.299
40604	DEN	RDU	0.865
40608	TUS	PHX	0.13
40609	PHX	ELP	0.207
40610	ELP	PHX	0.207
40611	PHX	TUS	0.13
40613	TUS	PHX	0.13
40614	PHX	ELP	0.207
40615	ELP	PHX	0.207
40616	PHX	TUS	0.13
40624	TUS	ATL	0.939
40625	ATL	CDG	2.5
40626	CDG	PRG	0.27
40627	PRG	ATL	2.8
40628	ATL	TUS	0.939
40632	TUS	ABQ	0.199
40633	ABQ	DAL	0.283
40634	DAL	ABQ	0.283
40635	ABQ	TUS	0.199
40637	TUS	ABQ	0.199
40638	ABQ	DAL	0.283
40639	DAL	ABQ	0.283
40640	ABQ	TUS	0.199
40642	TUS	ABQ	0.199
40643	ABQ	DAL	0.283
40644	DAL	ABQ	0.283
40645	ABQ	TUS	0.199
40647	TUS	ABQ	0.199
40648	ABQ	DAL	0.283
40649	DAL	ABQ	0.283
40650	ABQ	TUS	0.199
40654	TUS	SAN	0.213
40655	SAN	TUS	0.213
40657	TUS	SAN	0.213
40658	SAN	TUS	0.213
40660	TUS	SAN	0.213
40661	SAN	TUS	0.213
40665	TUS	DFW	0.366
40666	DFW	BWI	0.644
40667	BWI	DFW	0.644
40668	DFW	TUS	0.366
40672	DTW	MDW	0.168
40673	MDW	PHX	0.855
40675	TUS	OMA	0.502
40676	OMA	PHX	0.494
40677	PHX	TUS	0.13
40681	TUS	DFW	0.366
40682	DFW	TUS	0.366
40684	TUS	DFW	0.366
40685	DFW	TUS	0.366
40687	TUS	DFW	0.366
40688	DFW	TUS	0.366
40690	TUS	DFW	0.366
40691	DFW	TUS	0.366
40693	TUS	DFW	0.366
40694	DFW	SAV	0.393
40695	SAV	DFW	0.393
40696	DFW	TUS	0.366
40700	PHX	SAN	0.192
40701	SAN	PHX	0.192
40703	PHX	DEN	0.287
40704	DEN	PHX	0.287
40706	PHX	DEN	0.287
40707	DEN	PHX	0.287
40709	PHX	DEN	0.287
40710	DEN	YVR	0.557
40711	YVR	SFO	0.357
40712	SFO	PHX	0.307
40714	DEN	PHX	0.287
40715	PHX	DEN	0.287
40717	PHX	DCA	1.2
40718	DCA	PHX	1.2
40720	PHX	RNO	0.29
40721	RNO	PHX	0.29
40725	TUS	LAS	0.213
40726	LAS	TUS	0.213
40730	TUS	DFW	0.366
40731	DFW	CLL	0.144
40732	CLL	DFW	0.144
40733	DFW	TUS	0.366
40737	DEN	PHX	0.287
40738	PHX	DEN	0.287
40740	TUS	SLC	0.291
40741	SLC	GCC	0.228
40742	GCC	BIL	0.152
40743	BIL	SLC	0.22
40747	TUS	SLC	0.291
40748	SLC	CDG	3
40749	CDG	TRN	0.213
40750	TRN	CDG	0.213
40751	CDG	SLC	3
40752	SLC	TUS	0.291
40756	TUS	MDW	0.851
40757	MDW	TUS	0.851
40759	DTW	MDW	0.168
40760	MDW	TUS	0.851
40762	TUS	PHX	0.13
40763	PHX	DTW	1
40764	DTW	PHX	1
40765	PHX	TUS	0.13
40771	TUS	LAX	0.241
40772	LAX	TUS	0.241
40774	TUS	LAX	0.241
40775	LAX	TUS	0.241
40779	TUS	LAS	0.213
40780	LAS	SJC	0.219
40782	TUS	ABQ	0.199
40784	DUB	FRA	0.315
40786	TUS	LAS	0.213
40787	LAS	CMH	1.1
40788	CMH	MDW	0.186
40789	MDW	TUS	0.851
40791	TUS	DEN	0.299
40792	DEN	TUS	0.299
40794	ORK	DUB	0.141
40798	TUS	SAN	0.213
40799	SAN	TUS	0.213
40801	TUS	DFW	0.366
40802	DFW	DCA	0.622
40803	DCA	DFW	0.622
40804	DFW	TUS	0.366
40808	TUS	MCO	1.1
40809	MCO	LAS	1.2
40810	LAS	TUS	0.213
40812	TUS	ORD	0.849
40813	ORD	TUS	0.849
40815	TUS	IAH	0.404
40816	IAH	MCO	0.373
40817	MCO	IAH	0.373
40818	IAH	TUS	0.404
40820	TUS	IAH	0.404
40821	IAH	MCO	0.373
40822	MCO	IAH	0.373
40823	IAH	TUS	0.404
40825	PHX	MCO	1.1
40826	MCO	PHX	1.1
40828	TUS	PHX	0.13
40829	PHX	MCO	1.1
40830	MCO	IAH	0.373
40831	IAH	TUS	0.404
40835	PHX	DCA	1.2
40836	DCA	PHX	1.2
40838	DFW	TUS	0.366
40839	TUS	ORD	0.849
40840	ORD	DCA	0.294
40841	DCA	DFW	0.622
40843	TUS	ORD	0.849
40844	ORD	BRU	2.4
40845	BRU	LHR	0.165
40846	LHR	DFW	2.7
40848	TUS	ORD	0.849
40849	ORD	TUS	0.849
40853	TUS	MSP	0.726
40854	MSP	TUS	0.726
40858	SMF	TUS	0.341
40859	TUS	LAX	0.241
40860	LAX	SMF	0.216
40864	TUS	DEN	0.299
40865	DEN	TUS	0.299
40867	TUS	DEN	0.299
40868	DEN	TUS	0.299
40870	TUS	DEN	0.299
40871	DEN	TUS	0.299
40873	TUS	DEN	0.299
40874	DEN	TUS	0.299
40876	TUS	DEN	0.299
40877	DEN	TUS	0.299
40879	TUS	DEN	0.299
40880	DEN	TUS	0.299
40882	TUS	DEN	0.299
40883	DEN	TUS	0.299
40885	TUS	DEN	0.299
40886	DEN	TUS	0.299
40890	TUS	ABQ	0.199
40891	ABQ	BWI	1
40892	BWI	MDW	0.293
40893	MDW	TUS	0.851
40895	TUS	MDW	0.851
40896	MDW	IAD	0.282
40897	IAD	MDW	0.282
40898	MDW	TUS	0.851
40900	TUS	OAK	0.339
40901	OAK	TUS	0.339
40903	PHX	CVG	0.966
40904	CVG	CDG	2.4
40905	CDG	ATL	2.5
40906	ATL	PHX	0.968
40908	TUS	ABQ	0.199
40909	ABQ	BWI	1
40910	BWI	PHX	1.2
40914	LEB	BOS	0.13
40915	BOS	ORD	0.378
40916	ORD	TUS	0.849
40917	TUS	ORD	0.849
40918	ORD	BOS	0.378
40919	BOS	LEB	0.13
40923	TUS	DEN	0.299
40924	DEN	DCA	0.892
40925	DCA	DEN	0.892
40926	DEN	TUS	0.299
40932	PHX	IAH	0.47
40933	IAH	MSY	0.197
40934	MSY	IAH	0.197
40935	IAH	PHX	0.47
40937	TUS	PHX	0.13
40938	PHX	BOI	0.335
40939	BOI	PHX	0.335
40940	PHX	TUS	0.13
40942	SAN	TUS	0.213
40943	TUS	SAN	0.213
40947	TUS	ABQ	0.199
40948	ABQ	TUS	0.199
40950	TUS	DEN	0.299
40951	DEN	MSN	0.369
40952	MSN	DFW	0.364
40953	DFW	TUS	0.366
40955	TUS	DEN	0.299
40956	DEN	MSN	0.369
40957	MSN	DFW	0.364
40958	DFW	TUS	0.366
40962	PHX	MEM	0.695
40963	MEM	STL	0.174
40964	STL	MEM	0.174
40965	MEM	PHX	0.695
40969	PHX	IND	0.894
40970	IND	PHX	0.894
40972	PHX	IND	0.894
40973	IND	PHX	0.894
40975	TUS	PHX	0.13
40976	PHX	LAS	0.177
40977	LAS	SFO	0.229
40978	SFO	LAX	0.204
40979	LAX	TUS	0.241
40981	TUS	PHX	0.13
40982	PHX	LAS	0.177
40983	LAS	SFO	0.229
40984	SFO	LAX	0.204
40985	LAX	TUS	0.241
40989	PHX	MCO	1.1
40990	MCO	PHX	1.1
40992	PHX	MSP	0.707
40993	MSP	CDG	2.4
40994	CDG	BKO	1.5
40995	BKO	CDG	1.5
40996	CDG	MSP	2.4
40997	MSP	PHX	0.707
41001	TUS	ORD	0.849
41002	ORD	MSN	0.129
41003	MSN	DFW	0.364
41004	DFW	TUS	0.366
41008	TUS	DFW	0.366
41009	DFW	MEX	0.401
41010	MEX	DFW	0.401
41011	DFW	TUS	0.366
41015	TUS	DFW	0.366
41016	DFW	MEX	0.401
41017	MEX	DFW	0.401
41018	DFW	TUS	0.366
41020	TUS	DFW	0.366
41021	DFW	MEX	0.401
41022	MEX	DFW	0.401
41023	DFW	TUS	0.366
41027	TUS	DEN	0.299
41028	DEN	CID	0.325
41029	CID	DEN	0.325
41030	DEN	TUS	0.299
41032	TUS	DEN	0.299
41033	DEN	CID	0.325
41034	CID	DEN	0.325
41035	DEN	TUS	0.299
41039	PHX	SFO	0.307
41040	SFO	ICN	3.3
41041	ICN	NRT	0.349
41042	SFO	PHX	0.307
41043	NRT	SFO	3
41045	TUS	DFW	0.366
41046	DFW	BNA	0.297
41047	BNA	DFW	0.297
41048	DFW	TUS	0.366
41050	TUS	LAS	0.213
41051	LAS	SNA	0.168
41052	SNA	LAS	0.168
41053	LAS	TUS	0.213
41055	TUS	ATL	0.939
41056	ATL	CPT	5
41057	CPT	ATL	5
41058	ATL	PHF	0.26
41060	PHX	HNL	1.7
41061	HNL	PHX	1.7
41063	FRA	LEJ	0.157
41064	LEJ	FRA	0.157
41066	MAD	LIS	0.198
41067	LIS	MAD	0.198
41069	PHX	CVG	0.966
41070	CVG	FRA	2.5
41071	FRA	JFK	2.2
41072	JFK	PHX	1.3
41074	FRA	MAD	0.385
41075	MAD	FRA	0.385
41079	TUS	DFW	0.366
41080	DFW	DCA	0.622
41081	DCA	ORD	0.294
41082	ORD	TUS	0.849
41084	TUS	DFW	0.366
41085	DFW	DCA	0.622
41086	DCA	DFW	0.622
41087	DFW	TUS	0.366
41089	LIS	PDL	0.39
41090	PDL	LIS	0.39
41092	TUS	PHX	0.13
41093	PHX	SNA	0.204
41094	SNA	PHX	0.204
41095	PHX	TUS	0.13
41097	TUS	DEN	0.299
41098	DEN	BZN	0.265
41099	BZN	DEN	0.265
41100	DEN	TUS	0.299
41104	DTW	PHX	1
41105	PHX	TUS	0.13
41106	TUS	PHX	0.13
41107	PHX	DTW	1
41113	TUS	LAS	0.213
41114	LAS	TUS	0.213
41116	TUS	DFW	0.366
41117	DFW	AUS	0.152
41118	AUS	DFW	0.152
41119	DFW	TUS	0.366
41121	TUS	DFW	0.366
41122	DFW	AUS	0.152
41123	AUS	DFW	0.152
41124	DFW	TUS	0.366
41126	TUS	PHX	0.13
41127	PHX	MSP	0.707
41128	MSP	PHX	0.707
41129	PHX	TUS	0.13
41133	MDW	TUS	0.851
41137	LGA	CLE	0.23
41138	PHX	CLE	1
41139	CLE	LGA	0.23
41140	CLE	PHX	1
41142	CLE	LGA	0.23
41143	LGA	CLE	0.23
41144	CLE	PHX	1
41145	PHX	CLE	1
41147	PHX	CLE	1
41148	CLE	LGA	0.23
41149	LGA	CLE	0.23
41150	CLE	PHX	1
41152	PHX	STL	0.7
41153	STL	PHX	0.7
41157	TUS	DEN	0.299
41158	DEN	IND	0.449
41159	IND	DEN	0.449
41160	DEN	TUS	0.299
41164	SFO	LAX	0.204
41165	LAX	TUS	0.241
41166	TUS	LAX	0.241
41167	LAX	SFO	0.204
41169	SFO	DEN	0.421
41170	DEN	TUS	0.299
41171	TUS	LAX	0.241
41172	LAX	SFO	0.204
41174	CMH	IAH	0.449
41175	IAH	TUS	0.404
41176	TUS	DFW	0.366
41177	DFW	CMH	0.396
41181	MEX	PHX	0.687
41182	PHX	TUS	0.13
41183	PHX	MEX	0.687
41184	MEX	VER	0.156
41185	VER	MEX	0.156
41186	TUS	PHX	0.13
41190	PHX	JFK	1.3
41191	JFK	ATH	2.9
41192	ATH	ATL	3.3
41193	ATL	PHX	0.968
41197	TUS	LAX	0.241
41198	LAX	TUS	0.241
41202	TUS	DFW	0.366
41203	DFW	BWI	0.644
41204	BWI	DCA	0.104
41205	DCA	DFW	0.622
41207	TUS	ATL	0.939
41208	ATL	MAO	1.7
41209	MAO	BEL	0.358
41210	MAO	ATL	1.7
41211	ATL	TUS	0.939
41213	TUS	ABQ	0.199
41214	ABQ	SEA	0.62
41215	SEA	LAS	0.379
41216	LAS	TUS	0.213
41218	TUS	ATL	0.939
41219	ATL	MAO	1.7
41220	MAO	BEL	0.358
41221	MAO	ATL	1.7
41222	ATL	TUS	0.939
41226	TUS	IAH	0.404
41227	IAH	DCA	0.645
41228	DCA	IAH	0.645
41229	IAH	TUS	0.404
41233	MCI	DFW	0.246
41234	DFW	TUS	0.366
41236	DFW	TUS	0.366
41237	TUS	PHX	0.13
41238	PHX	DFW	0.384
41240	TUS	PHX	0.13
41241	PHX	ONT	0.199
41242	ONT	PHX	0.199
41243	PHX	TUS	0.13
41245	PHX	YVR	0.665
41246	YVR	PHX	0.665
41248	LHR	SEA	2.8
41249	SEA	PDX	0.136
41250	PDX	SEA	0.136
41251	SEA	LHR	2.8
41252	LHR	TXL	0.287
41253	TXL	LHR	0.287
41257	CLT	PHX	1.1
41258	PHX	TUS	0.13
41259	TUS	ORD	0.849
41260	ORD	LGA	0.334
41261	LGA	ORF	0.19
41262	ORF	CLT	0.188
41266	TUS	ATL	0.939
41267	ATL	CDG	2.5
41268	CDG	LYS	0.176
41269	LYS	JFK	2.2
41273	TUS	LAX	0.241
41274	LAX	TUS	0.241
41276	TUS	DFW	0.366
41277	DFW	CMH	0.396
41278	CMH	DFW	0.396
41279	DFW	TUS	0.366
41283	TUS	ORD	0.849
41284	ORD	TUS	0.849
41286	TUS	ORD	0.849
41287	ORD	TUS	0.849
41291	TUS	DEN	0.299
41292	DEN	MSO	0.315
41293	MSO	DEN	0.315
41294	DEN	TUS	0.299
41298	TUS	LAX	0.241
41299	LAX	TUS	0.241
41301	TUS	LAX	0.241
41302	LAX	TUS	0.241
41304	TUS	LAX	0.241
41305	LAX	TUS	0.241
41307	TUS	SFO	0.34
41308	SFO	LAX	0.204
41309	LAX	TUS	0.241
41311	TUS	LAX	0.241
41312	LAX	KOA	1.5
41313	KOA	LAX	1.5
41314	LAX	TUS	0.241
41316	TUS	DEN	0.299
41317	DEN	BOS	1.1
41318	BOS	NYC	0.155
41319	NYC	DEN	0.994
41321	BOS	AMS	2
41322	AMS	MAD	0.393
41323	MAD	AMS	0.393
41324	AMS	BOS	2
41326	PHX	ORD	0.851
41327	ORD	BOS	0.378
41328	BOS	PHX	1.3
41330	TUS	LAX	0.241
41331	LAX	TUS	0.241
41333	TUS	ATL	0.939
41334	ATL	CDG	2.5
41335	CDG	SLC	3
41336	SLC	TUS	0.291
41338	TUS	SAN	0.213
41339	SAN	TUS	0.213
41345	TUS	DFW	0.366
41346	DFW	MCO	0.43
41347	MCO	DFW	0.43
41348	DFW	TUS	0.366
41350	TUS	DFW	0.366
41351	DFW	MCO	0.43
41352	MCO	DFW	0.43
41353	DFW	TUS	0.366
41357	TUS	SFO	0.34
41358	SFO	TUS	0.34
41360	TUS	ORD	0.849
41361	ORD	TUS	0.849
41365	TUS	ORD	0.849
41366	ORD	TUS	0.849
41368	TUS	ORD	0.849
41369	ORD	SLC	0.68
41370	SLC	TUS	0.291
41374	TUS	IAH	0.404
41375	IAH	SJU	1.2
41376	SJU	IAH	1.2
41377	IAH	TUS	0.404
41379	TUS	IAH	0.404
41380	IAH	SJU	1.2
41381	SJU	IAH	1.2
41382	IAH	TUS	0.404
41386	TUS	SJC	0.33
41387	SJC	TUS	0.33
41389	TUS	SJC	0.33
41390	SJC	TUS	0.33
41394	PHL	SJU	0.966
41395	SJU	DFW	1.3
41396	DFW	TUS	0.366
41398	PHX	IAH	0.47
41399	IAH	CDG	2.9
41400	CDG	EWR	2.1
41402	TUS	SLC	0.291
41403	SLC	CDG	3
41404	CDG	FCO	0.318
41405	FCO	CDG	0.318
41406	CDG	SLC	3
41407	SLC	TUS	0.291
41411	TUS	LAX	0.241
41412	LAX	TUS	0.241
41416	TUS	ATL	0.939
41417	ATL	GIG	2.8
41418	GIG	ATL	2.8
41419	ATL	TUS	0.939
41421	BOS	DFW	0.952
41422	DFW	TUS	0.366
41423	TUS	DFW	0.366
41424	DFW	BOS	0.952
41426	TUS	LAX	0.241
41427	LAX	TUS	0.241
41433	TUS	SAN	0.213
41434	SAN	TUS	0.213
41436	LAX	TUS	0.241
41438	IND	DFW	0.342
41439	DFW	TUS	0.366
41440	TUS	DFW	0.366
41441	DFW	AUS	0.152
41442	AUS	DFW	0.152
41443	DFW	IND	0.342
41449	TUS	DEN	0.299
41450	DEN	MSP	0.321
41451	MSP	DEN	0.321
41452	DEN	SAN	0.37
41454	YYZ	DEN	0.75
41455	DEN	TUS	0.299
41456	TUS	DEN	0.299
41457	DEN	YYZ	0.75
41459	IAH	PHX	0.47
41460	PHX	TUS	0.13
41466	TUS	ORD	0.849
41467	ORD	PIT	0.233
41469	TUS	DFW	0.366
41470	DFW	AUS	0.152
41471	AUS	DFW	0.152
41472	DFW	TUS	0.366
41474	TUS	ATL	0.939
41475	ATL	EWR	0.338
41476	EWR	ATL	0.338
41477	ATL	TUS	0.939
41479	IND	ATL	0.235
41480	ATL	SAV	0.164
41481	SAV	ATL	0.164
41482	ATL	TUS	0.939
41484	CMH	IAH	0.449
41485	IAH	TUS	0.404
41486	TUS	IAH	0.404
41487	IAH	CMH	0.449
41489	TUS	PHX	0.13
41490	PHX	SNA	0.204
41492	PHX	SNA	0.204
41493	TUS	PHX	0.13
41495	TUS	PHX	0.13
41496	PHX	PDX	0.47
41497	PDX	LAX	0.368
41498	LAX	TUS	0.241
41500	TUS	PHX	0.13
41501	PHX	PDX	0.47
41502	PDX	LAX	0.368
41503	LAX	TUS	0.241
41505	TUS	PHX	0.13
41506	PHX	PDX	0.47
41507	PDX	LAX	0.368
41508	LAX	TUS	0.241
41510	PIT	BWI	0.158
41511	BWI	ALB	0.188
41512	ALB	BWI	0.188
41513	BWI	IND	0.262
41515	TUS	SAN	0.213
41516	SAN	TUS	0.213
41518	LAX	TUS	0.241
41520	LAX	TUS	0.241
41550	TUS	IAH	0.404
41551	IAH	MCO	0.373
41552	MCO	IAH	0.373
41553	IAH	TUS	0.404
41555	TUS	LAX	0.241
41556	LAX	TUS	0.241
41562	TUS	IAH	0.404
41563	IAH	CVG	0.385
41565	SAT	IAH	0.156
41566	IAH	TUS	0.404
41568	SBA	PHX	0.242
41569	PHX	TUS	0.13
41570	TUS	PHX	0.13
41571	PHX	SBA	0.242
41573	TUS	PHX	0.13
41574	PHX	PDX	0.47
41575	PDX	PHX	0.47
41576	PHX	TUS	0.13
41580	BNA	SAN	1.1
41582	LGA	ATL	0.343
41583	ATL	MEM	0.202
41601	SEA	SLC	0.319
41602	SLC	TUS	0.291
41608	TUS	PHX	0.13
41609	PHX	SEA	0.556
41611	PHX	JFK	1.3
41612	JFK	VIE	2.4
41613	VIE	DNK	0.375
41614	DNK	VIE	0.375
41622	TUS	LAS	0.213
41623	LAS	PDX	0.344
41624	PDX	RNO	0.239
41625	RNO	TUS	0.327
41627	CVG	IAH	0.385
41628	IAH	TUS	0.404
41630	PHX	ONT	0.199
41631	ONT	PHX	0.199
41633	SNA	PHX	0.204
41634	PHX	TUS	0.13
41635	TUS	PHX	0.13
41636	PHX	SNA	0.204
41640	PDX	LAX	0.368
41641	LAX	TUS	0.241
41643	TUS	DFW	0.366
41644	DFW	SDF	0.332
41646	TUS	DFW	0.366
41647	DFW	YYZ	0.634
41648	YYZ	MKE	0.231
41649	MKE	DFW	0.374
41650	DFW	TUS	0.366
41652	PDX	ATL	1.3
41653	ATL	BNA	0.164
41655	SDF	ATL	0.199
41656	ATL	MSY	0.23
41657	MSY	ATL	0.23
41658	ATL	TUS	0.939
41660	BNA	IAH	0.309
41661	IAH	TUS	0.404
41663	TUS	PHX	0.13
