SORT	ORIG	DEST	CO2_Emissions(tons_per_passenger)
38421	TUS	DFW	0.366
38422	DFW	MCO	0.43
38423	MCO	DFW	0.43
38424	DFW	TUS	0.366
38426	TUS	DFW	0.366
38427	DFW	MCO	0.43
38428	MCO	DFW	0.43
38429	DFW	TUS	0.366
38431	TUS	DFW	0.366
38432	DFW	MCO	0.43
38433	MCO	DFW	0.43
38434	DFW	TUS	0.366
38436	TUS	DFW	0.366
38437	DFW	MCO	0.43
38438	MCO	DFW	0.43
38439	DFW	TUS	0.366
38441	GRR	CVG	0.18
38442	CVG	MEM	0.229
38443	MEM	GRR	0.287
38445	TUS	OAK	0.339
38446	OAK	SAN	0.24
38447	SAN	TUS	0.213
38451	IWA	EUG	3.2
38473	TUS	DFW	0.366
38474	DFW	MEM	0.232
38475	MEM	LAS	0.829
38477	TUS	DFW	0.366
38478	DFW	BUR	0.679
38480	TUS	DFW	0.366
38481	DFW	MCI	0.246
38482	MCI	DFW	0.246
38483	DFW	TUS	0.366
38485	TUS	DFW	0.366
38486	DFW	BUR	0.679
38488	TUS	DFW	0.366
38489	DFW	SAT	0.174
38491	LAS	SNA	0.168
38492	SNA	LAS	0.168
38493	LAS	TUS	0.213
38495	TUS	ABQ	0.199
38496	ABQ	DAL	0.283
38497	DAL	HOU	0.172
38499	SAT	HOU	0.156
38500	HOU	ABQ	0.342
38501	ABQ	TUS	0.199
38503	BUR	LAS	0.166
38504	LAS	TUS	0.213
38522	TUS	DFW	0.366
38523	DFW	SAT	0.174
38529	OAK	LAX	0.204
38530	LAX	TUS	0.241
38532	TUS	SJC	0.33
38533	SJC	SAN	0.23
38534	SAN	TUS	0.213
38536	TUS	SJC	0.33
38537	SJC	SAN	0.23
38538	SAN	TUS	0.213
38540	BOI	SEA	0.224
38541	SEA	OAK	0.314
38557	DFW	IND	0.342
38558	IND	DFW	0.342
38559	DFW	TUS	0.366
38560	TUS	DFW	0.366
38562	TUS	DFW	0.366
38563	DFW	IND	0.342
38564	IND	DFW	0.342
38565	DFW	TUS	0.366
38567	TUS	PHX	0.13
38568	BUR	PHX	0.213
38569	PHX	TUS	0.13
38570	PHX	BUR	0.213
38572	PHX	BUR	0.213
38573	BUR	PHX	0.213
38574	TUS	PHX	0.13
38575	PHX	TUS	0.13
38587	CVG	MSP	0.29
38588	MSP	TUS	0.726
38590	IAH	TUS	0.404
38591	FLL	IAH	0.429
38593	PHX	IAH	0.47
38594	TUS	PHX	0.13
38595	IAH	PHX	0.47
38596	PHX	TUS	0.13
38598	TUS	PHX	0.13
38599	PHX	IAH	0.47
38600	IAH	PHX	0.47
38601	PHX	TUS	0.13
38603	HOU	TUL	0.242
38604	TUL	PHX	0.404
38605	PHX	BUR	0.213
38613	TUS	DFW	0.366
38614	DFW	IND	0.342
38615	IND	DFW	0.342
38616	DFW	TUS	0.366
38624	TUS	DFW	0.366
38625	DFW	LGA	0.797
38627	ATL	TUS	0.939
38628	TUS	ATL	0.939
38630	TUS	PHX	0.13
38631	PHX	FLL	1.2
38632	FLL	PHX	1.2
38633	PHX	TUS	0.13
38635	TUS	PHX	0.13
38636	PHX	FAT	0.255
38637	FAT	PHX	0.255
38638	PHX	TUS	0.13
38640	ONT	PHX	0.199
38641	PHX	TUS	0.13
38642	TUS	PHX	0.13
38643	PHX	ONT	0.199
38653	IWA	EUG	3.2
38655	CDG	ATL	2.5
38656	ATL	TUS	0.939
38657	BCN	NCE	0.195
38658	TUS	ATL	0.939
38659	ATL	BCN	2.6
38660	NCE	CDG	0.235
38672	LAS	TUS	0.213
38673	TUS	LAS	0.213
38675	TUS	DEN	0.299
38676	DEN	YYZ	0.75
38677	YYZ	DEN	0.75
38678	DEN	TUS	0.299
38680	PHX	EWR	1.3
38681	EWR	PHX	1.3
38682	PHX	TUS	0.13
38683	TUS	PHX	0.13
38687	IWA	EUG	3.2
38689	IWA	EUG	3.2
38691	LAS	TUS	0.213
38692	TUS	LAS	0.213
38694	TUS	IAH	0.404
38695	IAH	LAX	0.796
38697	PDX	PHX	0.47
38699	PDX	PHX	0.47
38701	PDX	PHX	0.47
38703	PDX	PHX	0.47
38705	PDX	PHX	0.47
38707	PDX	PHX	0.47
38709	PDX	PHX	0.47
38711	PDX	PHX	0.47
38713	PDX	PHX	0.47
38715	PDX	PHX	0.47
38717	PDX	PHX	0.47
38719	PDX	PHX	0.47
38721	PDX	PHX	0.47
38723	PDX	PHX	0.47
38725	PDX	PHX	0.47
38727	PDX	PHX	0.47
38729	PDX	PHX	0.47
38731	PDX	PHX	0.47
38733	PDX	PHX	0.47
38735	PDX	PHX	0.47
38737	PDX	PHX	0.47
38739	PDX	PHX	0.47
38741	PDX	PHX	0.47
38743	PDX	PHX	0.47
38745	PDX	PHX	0.47
38747	PDX	PHX	0.47
38749	PDX	PHX	0.47
38751	PDX	PHX	0.47
38753	PDX	PHX	0.47
38755	PDX	PHX	0.47
38757	PDX	PHX	0.47
38759	PDX	PHX	0.47
38761	PDX	PHX	0.47
38763	PDX	PHX	0.47
38765	PDX	PHX	0.47
38767	PDX	PHX	0.47
38769	PDX	PHX	0.47
38771	PDX	PHX	0.47
38773	PDX	PHX	0.47
38775	PDX	PHX	0.47
38777	PDX	PHX	0.47
38779	PDX	PHX	0.47
38781	PDX	PHX	0.47
38783	PDX	PHX	0.47
38785	PDX	PHX	0.47
38787	PDX	PHX	0.47
38789	PDX	PHX	0.47
38791	PDX	PHX	0.47
38793	PDX	PHX	0.47
38795	PDX	PHX	0.47
38797	PDX	PHX	0.47
38799	PDX	PHX	0.47
38801	PDX	PHX	0.47
38803	PDX	PHX	0.47
38805	PDX	PHX	0.47
38807	PDX	PHX	0.47
38809	PDX	PHX	0.47
38811	PDX	PHX	0.47
38813	PDX	PHX	0.47
38815	PDX	PHX	0.47
38817	PDX	PHX	0.47
38819	PDX	PHX	0.47
38821	PDX	PHX	0.47
38822	PHX	TUS	0.13
38824	TUS	SJC	0.33
38826	TUS	OAK	0.339
38827	OAK	PDX	0.272
38847	IWA	EUG	3.2
38849	CVG	DEN	0.54
38850	DEN	TUS	0.299
38851	TUS	IAH	0.404
38852	IAH	CVG	0.385
38854	CVG	DEN	0.54
38855	DEN	TUS	0.299
38856	TUS	IAH	0.404
38857	IAH	CVG	0.385
38859	TPA	SRQ	0.107
38860	TUS	PHX	0.13
38861	PHX	TPA	1.1
38862	SRQ	ATL	0.24
38863	ATL	TUS	0.939
38865	SLC	PHX	0.26
38866	PHX	TUS	0.13
38867	TUS	PHX	0.13
38868	PHX	SLC	0.26
38870	LBB	DFW	0.191
38871	DFW	TUS	0.366
38873	PHX	ATL	0.968
38874	ATL	SRQ	0.24
38875	SRQ	ATL	0.24
38876	ATL	PHX	0.968
38880	TUS	LAX	0.241
38881	LAX	TUS	0.241
38883	TUS	ABQ	0.199
38884	ABQ	LBB	0.188
38894	PHX	ATL	0.968
38895	ATL	SRQ	0.24
38896	SRQ	ATL	0.24
38897	ATL	PHX	0.968
38899	EUG	PDX	0.129
38900	PHX	SLC	0.26
38901	SLC	EUG	0.296
38902	PDX	PHX	0.47
38904	EUG	SLC	0.296
38905	SLC	TUS	0.291
38919	IWA	EUG	3.2
38921	IWA	EUG	3.2
38923	IWA	EUG	3.2
38925	IWA	EUG	3.2
38927	IWA	EUG	3.2
38929	IWA	EUG	3.2
38931	IWA	EUG	3.2
38933	IWA	EUG	3.2
38935	IWA	EUG	3.2
38937	IWA	EUG	3.2
38939	TUS	DEN	0.299
38940	DEN	TUS	0.299
38942	TUS	LAS	0.213
38943	LAS	SAT	0.522
38944	SAT	LAS	0.522
38945	LAS	TUS	0.213
38947	DAL	MCI	0.244
38949	TUS	OAK	0.339
38950	OAK	PDX	0.272
38952	PHX	CMH	1
38954	PHX	CLE	1
38955	CLE	PHX	1
38961	PHX	SMF	0.306
38962	SMF	PHX	0.306
38964	TUS	LAS	0.213
38965	LAS	TUS	0.213
38975	PHL	PHX	1.2
38976	PHX	TUS	0.13
38977	TUS	PHX	0.13
38978	PHX	PHL	1.2
38980	PHL	PHX	1.2
38981	PHX	TUS	0.13
38982	TUS	PHX	0.13
38983	PHX	PHL	1.2
38985	CMH	LAS	1.1
38986	LAS	TUS	0.213
38988	CMH	LAS	1.1
38989	LAS	TUS	0.213
39001	PHX	PHL	1.2
39002	LIS	PHL	2
39003	PHL	PHX	1.2
39004	PHL	LIS	2
39005	LIS	LCG	0.198
39006	LCG	LIS	0.198
39012	TUS	PHX	0.13
39013	PHX	GEG	0.481
39014	GEG	PHX	0.481
39015	PHX	TUS	0.13
39019	PHX	MSP	0.707
39020	MSP	CDG	2.4
39021	CDG	MSP	2.4
39022	MSP	PHX	0.707
39024	PHX	MSP	0.707
39025	MSP	CDG	2.4
39026	CDG	MSP	2.4
39027	MSP	PHX	0.707
39031	TUS	LAX	0.241
39035	TUS	LAX	0.241
39036	LAX	TUS	0.241
39038	TUS	IAH	0.404
39039	IAH	SAT	0.156
39040	SAT	PHX	0.371
39041	PHX	TUS	0.13
39043	TUS	LAX	0.241
39044	LAX	TUS	0.241
39046	LGA	EWR	0.1
39047	PHX	DEN	0.287
39048	DEN	LGA	0.991
39049	EWR	PHX	1.3
39051	TUS	LAX	0.241
39052	LAX	TUS	0.241
39056	CLL	DFW	0.144
39057	DFW	TUS	0.366
39058	TUS	DFW	0.366
39059	DFW	CLL	0.144
39061	PHX	DFW	0.384
39062	DFW	PHX	0.384
39064	PHX	DFW	0.384
39065	DFW	PHX	0.384
39067	PHX	DFW	0.384
39068	DFW	PHX	0.384
39070	PHX	DFW	0.384
39071	DFW	PHX	0.384
39073	PHX	DFW	0.384
39074	DFW	PHX	0.384
39078	DFW	TUS	0.366
39079	TUS	DEN	0.299
39080	DEN	PHL	0.959
39081	PHL	DFW	0.721
39085	TUS	DEN	0.299
39086	DEN	TUS	0.299
39090	TUS	DFW	0.366
39091	DFW	DCA	0.622
39092	DCA	DFW	0.622
39093	DFW	TUS	0.366
39095	YYZ	NRT	3.8
39097	TUS	ORD	0.849
39099	ORD	YYZ	0.236
39101	NRT	ICN	0.349
39102	ICN	NRT	0.349
39104	TUS	SFO	0.34
39105	SFO	LAX	0.204
39106	LAX	TUS	0.241
39108	TUS	SFO	0.34
39109	SFO	LAX	0.204
39110	LAX	TUS	0.241
39112	SFO	SJC	0.105
39113	TUS	LAX	0.241
39114	LAX	SFO	0.204
39115	SJC	AUS	0.877
39116	AUS	PHX	0.379
39117	PHX	TUS	0.13
39119	TUS	DEN	0.299
39120	DEN	DTT	0.579
39121	DTT	DEN	0.579
39122	DEN	TUS	0.299
39126	TUS	DFW	0.366
39127	DFW	BHM	0.285
39128	BHM	DFW	0.285
39129	DFW	TUS	0.366
39133	TUS	PHX	0.13
39134	PHX	SJC	0.296
39135	SJC	PHX	0.296
39136	PHX	TUS	0.13
39138	TUS	LAS	0.213
39139	LAS	SJC	0.219
39140	SJC	LAS	0.219
39141	LAS	TUS	0.213
39145	YUM	LAX	0.171
39146	LAX	DEN	0.373
39147	DEN	ORL	0.947
39148	ORL	DEN	0.947
39152	JFK	PHX	1.3
39153	PHX	JFK	1.3
39154	JFK	FCO	2.5
39155	FCO	FLR	0.142
39156	VCE	JFK	2.4
39160	TUS	SAN	0.213
39161	SAN	TUS	0.213
39163	TUS	SAN	0.213
39164	SAN	TUS	0.213
39166	TUS	SAN	0.213
39167	SAN	TUS	0.213
39169	TUS	IAH	0.404
39170	IAH	PBC	0.348
39171	PBC	IAH	0.348
39172	IAH	TUS	0.404
39174	MID	MEX	0.297
39176	MID	MEX	0.297
39178	MID	MEX	0.297
39179	TUS	DFW	0.366
39180	DFW	BJX	0.378
39181	BJX	MEX	0.156
39182	MEX	MID	0.297
39183	MEX	DFW	0.401
39184	DFW	TUS	0.366
39186	TUS	IAH	0.404
39187	IAH	PBC	0.348
39188	PBC	IAH	0.348
39189	IAH	TUS	0.404
39191	TUS	IAH	0.404
39192	IAH	PBC	0.348
39193	PBC	MTY	0.247
39194	MTY	IAH	0.233
39195	IAH	TUS	0.404
39197	DCA	LGA	0.164
39198	LGA	DCA	0.164
39202	TUS	ORD	0.849
39203	ORD	MLI	0.14
39204	MLI	ORD	0.14
39205	ORD	TUS	0.849
39207	TUS	SFO	0.34
39208	SFO	FRA	3.3
39209	FRA	CHI	2.5
39210	CHI	DEN	0.392
39212	TUS	ATL	0.939
39213	ATL	PSA	2.8
39214	PSA	CDG	0.265
39215	CDG	SLC	3
39217	TUS	PHX	0.13
39218	PHX	PDX	0.47
39219	PDX	PHX	0.47
39220	PHX	TUS	0.13
39222	TUS	PHX	0.13
39223	PHX	DCA	1.2
39224	DCA	PHX	1.2
39225	PHX	TUS	0.13
39227	TUS	DFW	0.366
39228	DFW	DCA	0.622
39229	DCA	DFW	0.622
39230	DFW	TUS	0.366
39232	TUS	ORD	0.849
39233	ORD	DCA	0.294
39234	DCA	DFW	0.622
39235	DFW	TUS	0.366
39237	TUS	DFW	0.366
39238	DFW	DCA	0.622
39239	DCA	DFW	0.622
39240	DFW	TUS	0.366
39242	TUS	DFW	0.366
39243	DFW	CDG	2.9
39244	CDG	ZRH	0.191
39245	ZRH	JFK	2.3
39247	LHR	DXB	2
39248	DXB	LHR	2
39252	TUS	DFW	0.366
39253	DFW	CDG	2.9
39254	CDG	DFW	2.9
39255	DFW	TUS	0.366
39257	TUS	DEN	0.299
39258	DEN	YYZ	0.75
39259	YYZ	ORD	0.236
39261	MDW	TUS	0.851
39265	TUS	MSP	0.726
39266	MSP	BOS	0.569
39267	BOS	ORD	0.378
39268	ORD	TUS	0.849
39270	TUS	MSP	0.726
39271	MSP	BOS	0.569
39272	BOS	ORD	0.378
39273	ORD	TUS	0.849
39275	TUS	MSP	0.726
39276	MSP	BOS	0.569
39277	BOS	ORD	0.378
39278	ORD	TUS	0.849
39280	TUS	MSP	0.726
39281	MSP	BOS	0.569
39282	BOS	ORD	0.378
39283	ORD	TUS	0.849
39285	TUS	MSP	0.726
39286	MSP	BOS	0.569
39287	BOS	IAH	0.974
39288	IAH	TUS	0.404
39290	BOS	BWI	0.215
39291	BWI	DFW	0.644
39292	TUS	ORD	0.849
39293	ORD	BOS	0.378
39294	DFW	TUS	0.366
39296	TUS	ATL	0.939
39297	ATL	ZRH	2.7
39298	ZRH	ATL	2.7
39299	ATL	TUS	0.939
39303	SFO	PHX	0.307
39304	TUS	DEN	0.299
39305	DEN	YUL	0.987
39306	YUL	LAX	1.4
39307	LAX	SFO	0.204
39309	DTW	YYZ	0.164
39310	YYZ	YUL	0.196
39311	YUL	YYZ	0.196
39312	YYZ	DTW	0.164
39314	TUS	IAH	0.404
39315	IAH	MSY	0.197
39316	MSY	IAH	0.197
39317	IAH	TUS	0.404
39321	IAH	TUS	0.404
39322	CLE	BWI	0.196
39323	BWI	IAH	0.669
39327	TUS	IAD	1.1
39328	IAD	TUS	1.1
39330	TUS	IAD	1.1
39331	IAD	TUS	1.1
39335	TUS	PHX	0.13
39336	PHX	RNO	0.29
39337	RNO	PHX	0.29
39338	PHX	TUS	0.13
39340	TUS	ABQ	0.199
39341	ABQ	TUS	0.199
39343	ABQ	TUS	0.199
39345	TUS	LAX	0.241
39346	LAX	SEA	0.422
39347	SEA	LAX	0.422
39348	LAX	TUS	0.241
39350	TUS	LAX	0.241
39351	LAX	SEA	0.422
39352	SEA	LAX	0.422
39353	LAX	TUS	0.241
39355	TUS	SLC	0.291
39356	SLC	RDM	0.266
39357	RDM	SLC	0.266
39358	SLC	TUS	0.291
39360	CRP	IAH	0.16
39361	IAH	TUS	0.404
39362	TUS	IAH	0.404
39363	IAH	CRP	0.16
39373	TUS	DEN	0.299
39374	DEN	ANC	1.4
39375	ANC	SEA	0.856
39376	SEA	TUS	0.653
39380	TUS	LAX	0.241
39381	LAX	MRY	0.181
39382	MRY	LAX	0.181
39383	LAX	TUS	0.241
39391	ABQ	DFW	0.285
39392	DFW	LHR	2.7
39393	LHR	ORD	2.3
39394	ORD	TUS	0.849
39396	ABQ	DFW	0.285
39397	DFW	LHR	2.7
39398	LHR	ORD	2.3
39399	ORD	TUS	0.849
39401	LHR	CDG	0.164
39402	CDG	LHR	0.164
39409	TUS	DFW	0.366
39410	DFW	BOS	0.952
39411	BOS	DFW	0.952
39412	DFW	TUS	0.366
39414	TUS	PHX	0.13
39415	PHX	OMA	0.494
39416	OMA	PHX	0.494
39417	PHX	TUS	0.13
39419	TUS	MSP	0.726
39420	MSP	TUS	0.726
39422	TUS	LAX	0.241
39423	LAX	TUS	0.241
39425	TUS	IND	0.88
39426	IND	DFW	0.342
39427	DFW	TUS	0.366
39429	TUS	DFW	0.366
39430	DFW	CID	0.32
39431	CID	DFW	0.32
39432	DFW	TUS	0.366
39436	TUS	PHX	0.13
39437	PHX	PHL	1.2
39438	PHL	FRA	2.3
39439	FRA	TLS	0.276
39440	TLS	FRA	0.276
39441	FRA	CLT	2.5
39442	CLT	PHX	1.1
39443	PHX	TUS	0.13
39445	TUS	ABQ	0.199
39446	ABQ	TUS	0.199
39448	TUS	SAN	0.213
39449	SAN	TUS	0.213
39451	TUS	DFW	0.366
39452	DFW	LHR	2.7
39453	LHR	GVA	0.247
39454	GVA	BRU	0.202
39456	LGA	DFW	0.797
39457	DFW	TUS	0.366
39458	MXP	JFK	2.3
39459	JFK	LGA	0.098
39461	TUS	DFW	0.366
39462	DFW	LHR	2.7
39463	LHR	LIS	0.437
39464	LIS	HAM	0.787
39466	TUS	DEN	0.299
39467	DEN	IAD	0.871
39468	IAD	GVA	2.4
39469	GVA	IAD	2.4
39470	IAD	YOW	0.241
39472	TUS	IAH	0.404
39473	IAH	BOS	0.974
39474	BOS	TUS	1.3
39476	ZRH	BOS	2.1
39477	BOS	CLT	0.332
39478	CLT	FRA	2.5
39479	FRA	GVA	0.187
39480	GVA	ZRH	0.141
39484	MSP	TUS	0.726
39485	TUS	SLC	0.291
39486	SLC	MSP	0.452
39487	MSP	DLH	0.141
39488	DLH	MSP	0.141
39490	SLC	MSP	0.452
39491	MSP	TUS	0.726
39492	TUS	SLC	0.291
39493	MSP	DLH	0.141
39494	DLH	MSP	0.141
39496	MSP	TUS	0.726
39497	TUS	SLC	0.291
39498	SLC	MSP	0.452
39499	MSP	DLH	0.141
39500	DLH	MSP	0.141
39504	TUS	DFW	0.366
39505	DFW	RDU	0.511
39506	RDU	DFW	0.511
39507	DFW	TUS	0.366
39511	TUS	MSP	0.726
39512	MSP	BJI	0.159
39513	BJI	MSP	0.159
39514	MSP	TUS	0.726
39516	TUS	MSP	0.726
39517	MSP	DCA	0.4
39518	DCA	PHX	1.2
39519	PHX	TUS	0.13
39523	TUS	DFW	0.366
39524	DFW	DCA	0.622
39525	DCA	ORD	0.294
39529	TUS	ORD	0.849
39530	ORD	TUS	0.849
39532	DTW	ORD	0.17
39533	ORD	TUS	0.849
39534	TUS	ORD	0.849
39535	ORD	DTW	0.17
39539	TUS	PHX	0.13
39540	PHX	SEA	0.556
39541	SEA	PHX	0.556
39542	PHX	TUS	0.13
39546	TUS	MSP	0.726
39547	MSP	PHL	0.442
39548	PHL	ATL	0.312
39549	ATL	TUS	0.939
39551	TUS	LAS	0.213
39552	LAS	TUS	0.213
39554	TUS	LAS	0.213
39555	LAS	TUS	0.213
39561	TUS	LAS	0.213
39562	LAS	TUS	0.213
39564	TUS	DFW	0.366
39565	DFW	MIA	0.553
39566	MIA	SDQ	0.368
39567	SDQ	MIA	0.368
39571	TUS	DEN	0.299
39572	DEN	OKC	0.257
39573	OKC	DEN	0.257
39574	DEN	TUS	0.299
39576	TUS	DFW	0.366
39577	DFW	MSY	0.238
39578	MSY	DFW	0.238
39579	DFW	TUS	0.366
39581	TUS	DFW	0.366
39582	DFW	DCA	0.622
39583	DCA	ORD	0.294
39584	ORD	TUS	0.849
39588	TUS	ATL	0.939
39589	ATL	SXM	1
39590	SXM	ATL	1
39591	ATL	TUS	0.939
39595	TUS	SAN	0.213
39596	SAN	SFO	0.24
39597	SFO	SAN	0.24
39598	SAN	TUS	0.213
39602	SEA	ABQ	0.62
39603	ABQ	TUS	0.199
39604	TUS	ABQ	0.199
39605	ABQ	SEA	0.62
39607	TUS	DEN	0.299
39608	DEN	TUS	0.299
39610	TUS	DFW	0.366
39611	DFW	BOS	0.952
39612	BOS	DFW	0.952
39613	DFW	TUS	0.366
39615	TUS	DEN	0.299
39616	DEN	TUS	0.299
39620	EWR	ORD	0.329
39621	ORD	LHR	2.3
39622	LHR	NBO	2.5
39623	NBO	LHR	2.5
39625	TUS	DFW	0.366
39626	DFW	EWR	0.783
39627	EWR	PHL	0.12
39628	PHL	ORD	0.316
39630	TUS	IAH	0.404
39631	IAH	TUS	0.404
39633	TUS	DEN	0.299
39634	DEN	TUS	0.299
39638	TUS	SLC	0.291
39639	SLC	TUS	0.291
39641	SLC	RKS	0.147
39643	PHX	ATL	0.968
39644	ATL	JNB	5.2
39645	JNB	ATL	5.2
39646	ATL	PHX	0.968
39648	JNB	FBM	0.474
39649	FBM	JNB	0.474
39653	TUS	SLC	0.291
39655	TUS	SLC	0.291
39657	TUS	SLC	0.291
39658	SLC	TUS	0.291
39660	TUS	SLC	0.291
39661	SLC	TUS	0.291
39663	SLC	ABQ	0.255
39664	ABQ	TUS	0.199
39666	SLC	ABQ	0.255
39667	ABQ	TUS	0.199
39669	TUS	IAH	0.404
39670	IAH	TUS	0.404
39672	TUS	DFW	0.366
39673	DFW	ORD	0.357
39674	ORD	FCO	2.8
39675	FCO	PMO	0.179
39676	PMO	FCO	0.179
39677	FCO	FRA	0.289
39678	FRA	ORD	2.5
39679	ORD	TUS	0.849
39681	PHX	IAD	1.2
39682	IAD	PHX	1.2
39684	TUS	IAH	0.404
39685	IAH	BOG	1.3
39686	IAH	TUS	0.404
39687	BOG	IAH	1.3
39691	TUS	DFW	0.366
39692	DFW	DCA	0.622
39693	DCA	DFW	0.622
39694	DFW	TUS	0.366
39696	TUS	PHX	0.13
39697	PHX	FAT	0.255
39698	FAT	PHX	0.255
39699	PHX	TUS	0.13
39701	TUS	DFW	0.366
39702	DFW	STL	0.273
39703	STL	DFW	0.273
39704	DFW	TUS	0.366
39706	TUS	DFW	0.366
39707	DFW	BNA	0.297
39708	BNA	DFW	0.297
39709	DFW	TUS	0.366
39711	TUS	DFW	0.366
39712	DFW	STL	0.273
39713	STL	DFW	0.273
39714	DFW	TUS	0.366
39718	TUS	DFW	0.366
39719	DFW	LHR	2.7
39720	LHR	ORD	2.3
39721	ORD	DFW	0.357
39723	TUS	DFW	0.366
39724	DFW	LHR	2.7
39725	LHR	ORD	2.3
39726	ORD	DFW	0.357
39732	TUS	DFW	0.366
39733	DFW	SAT	0.174
39734	SAT	DFW	0.174
39735	DFW	TUS	0.366
39739	TUS	PHX	0.13
39740	PHX	SNA	0.204
39741	SNA	PHX	0.204
39742	PHX	TUS	0.13
39744	TUS	PHX	0.13
39745	PHX	SEA	0.556
39746	SEA	TUS	0.653
39750	TUS	DEN	0.299
39751	DEN	TUS	0.299
39753	TUS	DFW	0.366
39754	DFW	BWI	0.644
39755	BWI	DFW	0.644
39756	DFW	TUS	0.366
39758	TUS	ATL	0.939
39759	ATL	LIM	1.8
39760	LIM	ATL	1.8
39761	ATL	TUS	0.939
39763	TUS	ATL	0.939
39764	ATL	LIM	1.8
39765	LIM	ATL	1.8
39766	ATL	TUS	0.939
39768	TUS	ATL	0.939
39769	ATL	LIM	1.8
39770	LIM	ATL	1.8
39771	ATL	TUS	0.939
39773	LIM	TPP	0.219
39774	TPP	LIM	0.219
39776	LIM	TPP	0.219
39777	TPP	LIM	0.219
39779	LIM	TPP	0.219
39780	TPP	LIM	0.219
39790	TUS	PHX	0.13
39791	PHX	PDX	0.47
39792	PDX	PHX	0.47
39793	PHX	TUS	0.13
39795	TUS	ABQ	0.199
39796	ABQ	TUS	0.199
39798	TUS	ABQ	0.199
39799	ABQ	TUS	0.199
39801	TUS	PHX	0.13
39802	PHX	PDX	0.47
39803	PDX	PHX	0.47
39804	PHX	TUS	0.13
39808	TUS	PHX	0.13
39809	PHX	PDX	0.47
39810	PDX	PHX	0.47
39811	PHX	TUS	0.13
39817	PHX	MRY	0.289
39819	BFL	PHX	0.232
39823	TUS	LAS	0.213
39824	LAS	TUS	0.213
39828	JFK	PHX	1.3
39829	PHX	JFK	1.3
39830	JFK	FCO	2.5
39831	FCO	FLR	0.142
39832	VCE	JFK	2.4
39836	TUS	IAH	0.404
39837	IAH	TUS	0.404
39839	TUS	IAH	0.404
39840	IAH	TUS	0.404
39842	TUS	IAH	0.404
39843	IAH	TUS	0.404
39845	PHX	DEN	0.287
39846	DEN	SHR	0.212
39847	SHR	DEN	0.212
39848	DEN	PHX	0.287
39850	TUS	MSP	0.726
39851	MSP	IND	0.258
39852	IND	DEN	0.449
39853	DEN	TUS	0.299
39855	TUS	MSP	0.726
39856	MSP	IND	0.258
39857	IND	DEN	0.449
39858	DEN	TUS	0.299
39860	TUS	DEN	0.299
39861	DEN	SHR	0.212
39862	SHR	DEN	0.212
39863	DEN	TUS	0.299
39865	PDX	PHX	0.47
39866	TUS	PHX	0.13
39867	PHX	PDX	0.47
39868	PHX	TUS	0.13
39870	DFW	ATL	0.329
39871	ATL	DFW	0.329
39875	TUS	DEN	0.299
39876	DEN	IAD	0.871
39877	IAD	VIE	2.6
39878	VIE	HRK	0.392
39948	PDX	PHX	0.47
39950	PDX	PHX	0.47
39954	EUG	SEA	0.17
39955	SEA	PHX	0.556
39957	EUG	SEA	0.17
39958	SEA	PHX	0.556
39960	PHX	SFO	0.307
39961	SFO	EUG	0.241
39963	PHX	SFO	0.307
39964	SFO	EUG	0.241
39966	SEA	TUS	0.653
39974	TUS	MSP	0.726
39975	MSP	BUF	0.334
39976	BUF	ATL	0.327
39977	ATL	TUS	0.939
39979	TUS	MDW	0.851
39980	MDW	BUF	0.246
39981	BUF	MDW	0.246
39982	MDW	TUS	0.851
39984	TUS	MDW	0.851
39985	MDW	BUF	0.246
39986	BUF	MDW	0.246
39987	MDW	TUS	0.851
39991	TUS	ATL	0.939
39992	ATL	CHS	0.181
39993	CHS	ATL	0.181
39994	ATL	TUS	0.939
39996	HSV	DFW	0.291
39997	DFW	TUS	0.366
39998	TUS	DFW	0.366
39999	DFW	HSV	0.291
40001	HSV	DEN	0.518
40002	DEN	TUS	0.299
40003	TUS	DFW	0.366
40004	DFW	HSV	0.291
40006	PIT	DFW	0.523
40007	DFW	TUS	0.366
40008	TUS	DFW	0.366
40009	DFW	PIT	0.523
40011	BOS	DFW	0.952
40012	DFW	TUS	0.366
40013	TUS	DFW	0.366
40014	DFW	BOS	0.952
40016	JAX	IAH	0.363
40017	IAH	TUS	0.404
40018	TUS	IAH	0.404
40019	IAH	JAX	0.363
40023	BDL	ORD	0.35
40024	ORD	TUS	0.849
40025	TUS	ORD	0.849
40026	ORD	JFK	0.336
40030	TUS	DEN	0.299
40031	DEN	YXE	0.377
40032	YXE	DEN	0.377
40033	DEN	TUS	0.299
40035	TUS	LAX	0.241
40036	LAX	TUS	0.241
40038	TUS	LAX	0.241
40039	LAX	TUS	0.241
40043	SFO	SNA	0.215
40044	SNA	SFO	0.215
40048	TUS	DEN	0.299
40049	DEN	WAS	0.892
40050	WAS	RIO	2.8
40051	RIO	WAS	2.8
40057	SFO	LAX	0.204
40058	LAX	TUS	0.241
40059	TUS	SFO	0.34
40061	SFO	CHI	1.1
40062	CHI	PAR	2.4
40063	PAR	SFO	3.3
40065	TUS	OAK	0.339
40066	SFO	TUS	0.34
40067	SFO	TUS	0.34
40069	TUS	OAK	0.339
40070	SFO	TUS	0.34
40071	SFO	TUS	0.34
40073	TUS	LAS	0.213
40074	LAS	GEG	0.359
40075	GEG	LAS	0.359
